Exposure_ID,Customer_ID,Campaign_ID,Campaign_Exposure,Campaign_Response
EXP07764,CUST07764,C002,No,Negative
EXP07765,CUST07765,C003,No,Positive
EXP07766,CUST07766,C005,No,Positive
EXP07767,CUST07767,C001,No,Positive
EXP07768,CUST07768,C004,Yes,Positive
EXP07769,CUST07769,C004,No,Negative
EXP07770,CUST07770,C003,No,Neutral
EXP07771,CUST07771,C005,Yes,Positive
EXP07772,CUST07772,C005,Yes,Positive
EXP07773,CUST07773,C004,No,Neutral
EXP07774,CUST07774,C001,No,Neutral
EXP07775,CUST07775,C005,Yes,Negative
EXP07776,CUST07776,C002,Yes,Positive
EXP07777,CUST07777,C002,Yes,Neutral
EXP07778,CUST07778,C003,Yes,Negative
EXP07779,CUST07779,C001,No,Neutral
EXP07780,CUST07780,C003,Yes,Neutral
EXP07781,CUST07781,C002,Yes,Positive
EXP07782,CUST07782,C003,Yes,Positive
EXP07783,CUST07783,C004,Yes,Negative
EXP07784,CUST07784,C001,No,Positive
EXP07785,CUST07785,C005,Yes,Neutral
EXP07786,CUST07786,C004,Yes,Negative
EXP07787,CUST07787,C001,Yes,Neutral
EXP07788,CUST07788,C003,Yes,Positive
EXP07789,CUST07789,C005,Yes,Negative
EXP07790,CUST07790,C002,No,Neutral
EXP07791,CUST07791,C005,Yes,Positive
EXP07792,CUST07792,C005,No,Neutral
EXP07793,CUST07793,C001,Yes,Positive
EXP07794,CUST07794,C001,Yes,Neutral
EXP07795,CUST07795,C003,No,Positive
EXP07796,CUST07796,C004,Yes,Neutral
EXP07797,CUST07797,C003,Yes,Negative
EXP07798,CUST07798,C002,Yes,Neutral
EXP07799,CUST07799,C001,Yes,Positive
EXP07800,CUST07800,C005,Yes,Negative
EXP07801,CUST07801,C004,Yes,Neutral
EXP07802,CUST07802,C001,Yes,Positive
EXP07803,CUST07803,C003,No,Neutral
EXP07804,CUST07804,C001,Yes,Neutral
EXP07805,CUST07805,C003,Yes,Neutral
EXP07806,CUST07806,C001,Yes,Positive
EXP07807,CUST07807,C001,Yes,Positive
EXP07808,CUST07808,C003,Yes,Neutral
EXP07809,CUST07809,C003,No,Negative
EXP07810,CUST07810,C005,Yes,Neutral
EXP07811,CUST07811,C003,No,Neutral
EXP07812,CUST07812,C002,Yes,Positive
EXP07813,CUST07813,C003,No,Negative
EXP07814,CUST07814,C003,No,Negative
EXP07815,CUST07815,C004,Yes,Neutral
EXP07816,CUST07816,C003,Yes,Negative
EXP07817,CUST07817,C002,No,Negative
EXP07818,CUST07818,C001,Yes,Neutral
EXP07819,CUST07819,C001,Yes,Positive
EXP07820,CUST07820,C005,No,Negative
EXP07821,CUST07821,C003,Yes,Positive
EXP07822,CUST07822,C003,Yes,Positive
EXP07823,CUST07823,C003,Yes,Positive
EXP07824,CUST07824,C002,Yes,Positive
EXP07825,CUST07825,C001,Yes,Positive
EXP07826,CUST07826,C004,Yes,Positive
EXP07827,CUST07827,C003,Yes,Negative
EXP07828,CUST07828,C005,No,Negative
EXP07829,CUST07829,C004,No,Neutral
EXP07830,CUST07830,C005,No,Neutral
EXP07831,CUST07831,C003,Yes,Positive
EXP07832,CUST07832,C002,Yes,Positive
EXP07833,CUST07833,C001,Yes,Positive
EXP07834,CUST07834,C003,No,Negative
EXP07835,CUST07835,C005,Yes,Neutral
EXP07836,CUST07836,C001,Yes,Neutral
EXP07837,CUST07837,C004,Yes,Positive
EXP07838,CUST07838,C004,Yes,Negative
EXP07839,CUST07839,C004,Yes,Positive
EXP07840,CUST07840,C005,Yes,Positive
EXP07841,CUST07841,C004,Yes,Positive
EXP07842,CUST07842,C005,No,Positive
EXP07843,CUST07843,C004,Yes,Positive
EXP07844,CUST07844,C004,Yes,Positive
EXP07845,CUST07845,C001,Yes,Positive
EXP07846,CUST07846,C003,Yes,Positive
EXP07847,CUST07847,C005,Yes,Positive
EXP07848,CUST07848,C001,No,Positive
EXP07849,CUST07849,C003,Yes,Positive
EXP07850,CUST07850,C004,Yes,Neutral
EXP07851,CUST07851,C003,Yes,Negative
EXP07852,CUST07852,C002,Yes,Positive
EXP07853,CUST07853,C005,Yes,Positive
EXP07854,CUST07854,C004,No,Negative
EXP07855,CUST07855,C004,Yes,Positive
EXP07856,CUST07856,C005,Yes,Neutral
EXP07857,CUST07857,C004,Yes,Negative
EXP07858,CUST07858,C005,Yes,Positive
EXP07859,CUST07859,C003,Yes,Positive
EXP07860,CUST07860,C004,No,Neutral
EXP07861,CUST07861,C005,Yes,Positive
EXP07862,CUST07862,C004,Yes,Positive
EXP07863,CUST07863,C003,Yes,Positive
EXP07864,CUST07864,C002,Yes,Positive
EXP07865,CUST07865,C004,No,Positive
EXP07866,CUST07866,C002,Yes,Positive
EXP07867,CUST07867,C001,Yes,Positive
EXP07868,CUST07868,C005,Yes,Positive
EXP07869,CUST07869,C003,Yes,Positive
EXP07870,CUST07870,C004,Yes,Positive
EXP07871,CUST07871,C005,Yes,Neutral
EXP07872,CUST07872,C005,No,Positive
EXP07873,CUST07873,C004,Yes,Neutral
EXP07874,CUST07874,C001,No,Negative
EXP07875,CUST07875,C004,No,Neutral
EXP07876,CUST07876,C001,Yes,Positive
EXP07877,CUST07877,C002,Yes,Positive
EXP07878,CUST07878,C001,Yes,Neutral
EXP07879,CUST07879,C004,Yes,Positive
EXP07880,CUST07880,C003,Yes,Positive
EXP07881,CUST07881,C001,No,Negative
EXP07882,CUST07882,C001,Yes,Positive
EXP07883,CUST07883,C003,No,Neutral
EXP07884,CUST07884,C005,Yes,Positive
EXP07885,CUST07885,C002,Yes,Neutral
EXP07886,CUST07886,C005,Yes,Positive
EXP07887,CUST07887,C005,Yes,Positive
EXP07888,CUST07888,C004,No,Positive
EXP07889,CUST07889,C002,Yes,Positive
EXP07890,CUST07890,C003,Yes,Positive
EXP07891,CUST07891,C005,Yes,Positive
EXP07892,CUST07892,C004,Yes,Positive
EXP07893,CUST07893,C002,Yes,Neutral
EXP07894,CUST07894,C004,No,Neutral
EXP07895,CUST07895,C002,Yes,Neutral
EXP07896,CUST07896,C003,Yes,Neutral
EXP07897,CUST07897,C005,No,Negative
EXP07898,CUST07898,C005,Yes,Negative
EXP07899,CUST07899,C001,No,Negative
EXP07900,CUST07900,C004,Yes,Positive
EXP07901,CUST07901,C002,Yes,Negative
EXP07902,CUST07902,C005,Yes,Neutral
EXP07903,CUST07903,C002,No,Neutral
EXP07904,CUST07904,C004,No,Neutral
EXP07905,CUST07905,C005,Yes,Positive
EXP07906,CUST07906,C005,Yes,Neutral
EXP07907,CUST07907,C005,Yes,Neutral
EXP07908,CUST07908,C004,No,Negative
EXP07909,CUST07909,C003,Yes,Negative
EXP07910,CUST07910,C002,No,Neutral
EXP07911,CUST07911,C003,No,Positive
EXP07912,CUST07912,C001,Yes,Positive
EXP07913,CUST07913,C002,No,Negative
EXP07914,CUST07914,C003,No,Neutral
EXP07915,CUST07915,C002,Yes,Negative
EXP07916,CUST07916,C001,Yes,Neutral
EXP07917,CUST07917,C002,No,Positive
EXP07918,CUST07918,C001,No,Neutral
EXP07919,CUST07919,C004,No,Neutral
EXP07920,CUST07920,C001,No,Neutral
EXP07921,CUST07921,C001,Yes,Positive
EXP07922,CUST07922,C003,Yes,Negative
EXP07923,CUST07923,C005,Yes,Positive
EXP07924,CUST07924,C002,Yes,Positive
EXP07925,CUST07925,C003,Yes,Positive
EXP07926,CUST07926,C003,Yes,Neutral
EXP07927,CUST07927,C005,Yes,Positive
EXP07928,CUST07928,C003,Yes,Negative
EXP07929,CUST07929,C004,Yes,Positive
EXP07930,CUST07930,C001,Yes,Positive
EXP07931,CUST07931,C004,No,Neutral
EXP07932,CUST07932,C001,Yes,Neutral
EXP07933,CUST07933,C005,Yes,Neutral
EXP07934,CUST07934,C004,No,Neutral
EXP07935,CUST07935,C004,No,Neutral
EXP07936,CUST07936,C005,Yes,Positive
EXP07937,CUST07937,C003,No,Neutral
EXP07938,CUST07938,C004,Yes,Neutral
EXP07939,CUST07939,C005,Yes,Neutral
EXP07940,CUST07940,C005,Yes,Negative
EXP07941,CUST07941,C002,No,Neutral
EXP07942,CUST07942,C005,No,Neutral
EXP07943,CUST07943,C001,Yes,Neutral
EXP07944,CUST07944,C003,Yes,Negative
EXP07945,CUST07945,C002,Yes,Positive
EXP07946,CUST07946,C003,Yes,Neutral
EXP07947,CUST07947,C003,Yes,Positive
EXP07948,CUST07948,C002,No,Neutral
EXP07949,CUST07949,C004,No,Neutral
EXP07950,CUST07950,C001,No,Neutral
EXP07951,CUST07951,C002,Yes,Positive
EXP07952,CUST07952,C004,Yes,Positive
EXP07953,CUST07953,C004,No,Positive
EXP07954,CUST07954,C003,No,Neutral
EXP07955,CUST07955,C004,Yes,Neutral
EXP07956,CUST07956,C002,No,Negative
EXP07957,CUST07957,C001,No,Neutral
EXP07958,CUST07958,C005,No,Neutral
EXP07959,CUST07959,C003,Yes,Neutral
EXP07960,CUST07960,C004,Yes,Neutral
EXP07961,CUST07961,C003,Yes,Positive
EXP07962,CUST07962,C002,Yes,Positive
EXP07963,CUST07963,C004,Yes,Positive
EXP07964,CUST07964,C001,Yes,Neutral
EXP07965,CUST07965,C001,No,Positive
EXP07966,CUST07966,C005,Yes,Negative
EXP07967,CUST07967,C001,Yes,Neutral
EXP07968,CUST07968,C003,No,Negative
EXP07969,CUST07969,C005,Yes,Neutral
EXP07970,CUST07970,C005,No,Neutral
EXP07971,CUST07971,C002,No,Neutral
EXP07972,CUST07972,C003,No,Neutral
EXP07973,CUST07973,C003,No,Positive
EXP07974,CUST07974,C004,Yes,Positive
EXP07975,CUST07975,C005,No,Neutral
EXP07976,CUST07976,C003,Yes,Negative
EXP07977,CUST07977,C004,No,Neutral
EXP07978,CUST07978,C002,Yes,Positive
EXP07979,CUST07979,C005,Yes,Positive
EXP07980,CUST07980,C001,Yes,Negative
EXP07981,CUST07981,C001,Yes,Positive
EXP07982,CUST07982,C004,Yes,Positive
EXP07983,CUST07983,C004,No,Positive
EXP07984,CUST07984,C001,No,Negative
EXP07985,CUST07985,C003,Yes,Positive
EXP07986,CUST07986,C001,Yes,Neutral
EXP07987,CUST07987,C001,Yes,Positive
EXP07988,CUST07988,C004,Yes,Positive
EXP07989,CUST07989,C005,Yes,Neutral
EXP07990,CUST07990,C005,No,Positive
EXP07991,CUST07991,C004,No,Neutral
EXP07992,CUST07992,C002,No,Neutral
EXP07993,CUST07993,C005,No,Negative
EXP07994,CUST07994,C003,Yes,Positive
EXP07995,CUST07995,C002,Yes,Negative
EXP07996,CUST07996,C002,Yes,Neutral
EXP07997,CUST07997,C003,Yes,Positive
EXP07998,CUST07998,C002,No,Negative
EXP07999,CUST07999,C004,Yes,Positive
EXP08000,CUST08000,C001,Yes,Neutral
EXP08001,CUST08001,C003,Yes,Positive
EXP08002,CUST08002,C005,No,Negative
EXP08003,CUST08003,C002,No,Neutral
EXP08004,CUST08004,C004,No,Neutral
EXP08005,CUST08005,C001,Yes,Positive
EXP08006,CUST08006,C005,Yes,Positive
EXP08007,CUST08007,C004,No,Negative
EXP08008,CUST08008,C004,No,Negative
EXP08009,CUST08009,C001,No,Negative
EXP08010,CUST08010,C003,Yes,Positive
EXP08011,CUST08011,C001,Yes,Neutral
EXP08012,CUST08012,C001,Yes,Neutral
EXP08013,CUST08013,C003,No,Negative
EXP08014,CUST08014,C002,Yes,Positive
EXP08015,CUST08015,C004,No,Positive
EXP08016,CUST08016,C002,No,Neutral
EXP08017,CUST08017,C005,No,Neutral
EXP08018,CUST08018,C005,Yes,Positive
EXP08019,CUST08019,C004,No,Negative
EXP08020,CUST08020,C002,Yes,Positive
EXP08021,CUST08021,C001,No,Neutral
EXP08022,CUST08022,C005,Yes,Positive
EXP08023,CUST08023,C005,Yes,Positive
EXP08024,CUST08024,C005,No,Neutral
EXP08025,CUST08025,C002,Yes,Positive
EXP08026,CUST08026,C002,Yes,Positive
EXP08027,CUST08027,C002,Yes,Neutral
EXP08028,CUST08028,C005,No,Neutral
EXP08029,CUST08029,C004,No,Neutral
EXP08030,CUST08030,C001,Yes,Positive
EXP08031,CUST08031,C003,No,Positive
EXP08032,CUST08032,C002,Yes,Neutral
EXP08033,CUST08033,C001,Yes,Neutral
EXP08034,CUST08034,C002,Yes,Negative
EXP08035,CUST08035,C004,No,Negative
EXP08036,CUST08036,C001,No,Negative
EXP08037,CUST08037,C005,Yes,Neutral
EXP08038,CUST08038,C004,Yes,Positive
EXP08039,CUST08039,C003,No,Negative
EXP08040,CUST08040,C001,No,Neutral
EXP08041,CUST08041,C003,Yes,Negative
EXP08042,CUST08042,C005,No,Positive
EXP08043,CUST08043,C004,Yes,Neutral
EXP08044,CUST08044,C003,No,Negative
EXP08045,CUST08045,C003,Yes,Positive
EXP08046,CUST08046,C001,Yes,Negative
EXP08047,CUST08047,C003,No,Positive
EXP08048,CUST08048,C002,No,Neutral
EXP08049,CUST08049,C003,Yes,Positive
EXP08050,CUST08050,C002,Yes,Positive
EXP08051,CUST08051,C005,Yes,Negative
EXP08052,CUST08052,C004,Yes,Positive
EXP08053,CUST08053,C004,Yes,Positive
EXP08054,CUST08054,C003,Yes,Positive
EXP08055,CUST08055,C003,No,Negative
EXP08056,CUST08056,C001,Yes,Positive
EXP08057,CUST08057,C004,No,Neutral
EXP08058,CUST08058,C005,Yes,Positive
EXP08059,CUST08059,C003,No,Neutral
EXP08060,CUST08060,C001,Yes,Positive
EXP08061,CUST08061,C004,Yes,Negative
EXP08062,CUST08062,C002,Yes,Positive
EXP08063,CUST08063,C002,Yes,Positive
EXP08064,CUST08064,C004,Yes,Positive
EXP08065,CUST08065,C005,No,Neutral
EXP08066,CUST08066,C003,Yes,Negative
EXP08067,CUST08067,C002,Yes,Neutral
EXP08068,CUST08068,C002,Yes,Positive
EXP08069,CUST08069,C003,No,Neutral
EXP08070,CUST08070,C002,Yes,Positive
EXP08071,CUST08071,C002,Yes,Positive
EXP08072,CUST08072,C005,No,Neutral
EXP08073,CUST08073,C004,No,Negative
EXP08074,CUST08074,C002,Yes,Positive
EXP08075,CUST08075,C002,No,Neutral
EXP08076,CUST08076,C002,No,Neutral
EXP08077,CUST08077,C005,No,Neutral
EXP08078,CUST08078,C005,No,Positive
EXP08079,CUST08079,C002,No,Negative
EXP08080,CUST08080,C005,Yes,Negative
EXP08081,CUST08081,C004,No,Neutral
EXP08082,CUST08082,C002,Yes,Positive
EXP08083,CUST08083,C005,Yes,Positive
EXP08084,CUST08084,C005,No,Neutral
EXP08085,CUST08085,C004,Yes,Neutral
EXP08086,CUST08086,C002,Yes,Neutral
EXP08087,CUST08087,C002,No,Neutral
EXP08088,CUST08088,C002,Yes,Positive
EXP08089,CUST08089,C004,Yes,Negative
EXP08090,CUST08090,C005,No,Neutral
EXP08091,CUST08091,C004,Yes,Neutral
EXP08092,CUST08092,C003,No,Neutral
EXP08093,CUST08093,C002,Yes,Negative
EXP08094,CUST08094,C003,Yes,Negative
EXP08095,CUST08095,C002,Yes,Neutral
EXP08096,CUST08096,C004,Yes,Positive
EXP08097,CUST08097,C001,Yes,Positive
EXP08098,CUST08098,C004,Yes,Negative
EXP08099,CUST08099,C005,Yes,Positive
EXP08100,CUST08100,C003,Yes,Positive
EXP08101,CUST08101,C005,No,Neutral
EXP08102,CUST08102,C005,No,Negative
EXP08103,CUST08103,C002,No,Negative
EXP08104,CUST08104,C001,Yes,Positive
EXP08105,CUST08105,C002,Yes,Positive
EXP08106,CUST08106,C001,Yes,Positive
EXP08107,CUST08107,C003,Yes,Neutral
EXP08108,CUST08108,C003,Yes,Positive
EXP08109,CUST08109,C004,Yes,Neutral
EXP08110,CUST08110,C002,No,Neutral
EXP08111,CUST08111,C001,No,Negative
EXP08112,CUST08112,C002,No,Negative
EXP08113,CUST08113,C002,Yes,Positive
EXP08114,CUST08114,C005,No,Neutral
EXP08115,CUST08115,C002,Yes,Neutral
EXP08116,CUST08116,C001,Yes,Positive
EXP08117,CUST08117,C002,Yes,Positive
EXP08118,CUST08118,C004,No,Neutral
EXP08119,CUST08119,C001,Yes,Neutral
EXP08120,CUST08120,C001,Yes,Positive
EXP08121,CUST08121,C003,Yes,Neutral
EXP08122,CUST08122,C004,Yes,Neutral
EXP08123,CUST08123,C003,Yes,Positive
EXP08124,CUST08124,C002,Yes,Positive
EXP08125,CUST08125,C002,Yes,Neutral
EXP08126,CUST08126,C002,No,Positive
EXP08127,CUST08127,C004,No,Positive
EXP08128,CUST08128,C005,Yes,Positive
EXP08129,CUST08129,C004,No,Negative
EXP08130,CUST08130,C003,Yes,Neutral
EXP08131,CUST08131,C004,No,Neutral
EXP08132,CUST08132,C005,Yes,Neutral
EXP08133,CUST08133,C003,Yes,Negative
EXP08134,CUST08134,C002,No,Neutral
EXP08135,CUST08135,C003,No,Negative
EXP08136,CUST08136,C004,Yes,Neutral
EXP08137,CUST08137,C004,Yes,Positive
EXP08138,CUST08138,C004,Yes,Neutral
EXP08139,CUST08139,C003,Yes,Positive
EXP08140,CUST08140,C001,Yes,Neutral
EXP08141,CUST08141,C005,Yes,Negative
EXP08142,CUST08142,C003,No,Neutral
EXP08143,CUST08143,C001,Yes,Positive
EXP08144,CUST08144,C003,Yes,Negative
EXP08145,CUST08145,C001,Yes,Positive
EXP08146,CUST08146,C004,Yes,Negative
EXP08147,CUST08147,C002,Yes,Neutral
EXP08148,CUST08148,C002,Yes,Neutral
EXP08149,CUST08149,C005,No,Neutral
EXP08150,CUST08150,C002,No,Positive
EXP08151,CUST08151,C002,Yes,Positive
EXP08152,CUST08152,C003,No,Neutral
EXP08153,CUST08153,C005,Yes,Negative
EXP08154,CUST08154,C001,Yes,Neutral
EXP08155,CUST08155,C003,Yes,Positive
EXP08156,CUST08156,C005,Yes,Positive
EXP08157,CUST08157,C002,No,Neutral
EXP08158,CUST08158,C003,Yes,Neutral
EXP08159,CUST08159,C005,Yes,Neutral
EXP08160,CUST08160,C001,Yes,Negative
EXP08161,CUST08161,C002,No,Positive
EXP08162,CUST08162,C001,Yes,Positive
EXP08163,CUST08163,C005,No,Neutral
EXP08164,CUST08164,C005,Yes,Neutral
EXP08165,CUST08165,C004,No,Positive
EXP08166,CUST08166,C001,Yes,Positive
EXP08167,CUST08167,C005,Yes,Negative
EXP08168,CUST08168,C001,Yes,Positive
EXP08169,CUST08169,C005,No,Negative
EXP08170,CUST08170,C004,Yes,Positive
EXP08171,CUST08171,C005,Yes,Neutral
EXP08172,CUST08172,C002,Yes,Negative
EXP08173,CUST08173,C004,Yes,Positive
EXP08174,CUST08174,C001,No,Negative
EXP08175,CUST08175,C005,No,Negative
EXP08176,CUST08176,C005,Yes,Neutral
EXP08177,CUST08177,C001,No,Neutral
EXP08178,CUST08178,C002,Yes,Positive
EXP08179,CUST08179,C001,Yes,Neutral
EXP08180,CUST08180,C003,Yes,Positive
EXP08181,CUST08181,C004,Yes,Positive
EXP08182,CUST08182,C003,Yes,Positive
EXP08183,CUST08183,C001,Yes,Positive
EXP08184,CUST08184,C002,No,Neutral
EXP08185,CUST08185,C003,No,Negative
EXP08186,CUST08186,C002,No,Neutral
EXP08187,CUST08187,C005,Yes,Positive
EXP08188,CUST08188,C001,No,Negative
EXP08189,CUST08189,C005,Yes,Negative
EXP08190,CUST08190,C001,No,Positive
EXP08191,CUST08191,C004,No,Neutral
EXP08192,CUST08192,C001,No,Neutral
EXP08193,CUST08193,C003,No,Neutral
EXP08194,CUST08194,C005,Yes,Positive
EXP08195,CUST08195,C003,No,Positive
EXP08196,CUST08196,C004,Yes,Negative
EXP08197,CUST08197,C004,Yes,Positive
EXP08198,CUST08198,C004,Yes,Positive
EXP08199,CUST08199,C001,Yes,Neutral
EXP08200,CUST08200,C003,Yes,Neutral
EXP08201,CUST08201,C003,Yes,Positive
EXP08202,CUST08202,C004,No,Neutral
EXP08203,CUST08203,C003,Yes,Neutral
EXP08204,CUST08204,C002,Yes,Neutral
EXP08205,CUST08205,C005,Yes,Positive
EXP08206,CUST08206,C003,Yes,Positive
EXP08207,CUST08207,C005,Yes,Neutral
EXP08208,CUST08208,C005,Yes,Positive
EXP08209,CUST08209,C004,No,Neutral
EXP08210,CUST08210,C002,Yes,Neutral
EXP08211,CUST08211,C001,No,Positive
EXP08212,CUST08212,C004,No,Neutral
EXP08213,CUST08213,C001,No,Negative
EXP08214,CUST08214,C001,Yes,Neutral
EXP08215,CUST08215,C004,No,Neutral
EXP08216,CUST08216,C004,Yes,Positive
EXP08217,CUST08217,C002,Yes,Neutral
EXP08218,CUST08218,C001,No,Positive
EXP08219,CUST08219,C005,Yes,Positive
EXP08220,CUST08220,C004,Yes,Neutral
EXP08221,CUST08221,C001,No,Neutral
EXP08222,CUST08222,C005,Yes,Positive
EXP08223,CUST08223,C001,Yes,Negative
EXP08224,CUST08224,C002,Yes,Positive
EXP08225,CUST08225,C002,Yes,Positive
EXP08226,CUST08226,C005,Yes,Positive
EXP08227,CUST08227,C005,Yes,Positive
EXP08228,CUST08228,C005,Yes,Positive
EXP08229,CUST08229,C004,No,Negative
EXP08230,CUST08230,C002,Yes,Positive
EXP08231,CUST08231,C003,Yes,Neutral
EXP08232,CUST08232,C002,Yes,Positive
EXP08233,CUST08233,C005,Yes,Neutral
EXP08234,CUST08234,C002,Yes,Positive
EXP08235,CUST08235,C001,No,Neutral
EXP08236,CUST08236,C004,Yes,Neutral
EXP08237,CUST08237,C005,Yes,Positive
EXP08238,CUST08238,C005,No,Neutral
EXP08239,CUST08239,C001,Yes,Neutral
EXP08240,CUST08240,C002,Yes,Positive
EXP08241,CUST08241,C004,Yes,Positive
EXP08242,CUST08242,C001,Yes,Positive
EXP08243,CUST08243,C003,Yes,Positive
EXP08244,CUST08244,C005,Yes,Positive
EXP08245,CUST08245,C001,Yes,Positive
EXP08246,CUST08246,C003,No,Negative
EXP08247,CUST08247,C005,Yes,Negative
EXP08248,CUST08248,C002,Yes,Neutral
EXP08249,CUST08249,C004,Yes,Positive
EXP08250,CUST08250,C002,Yes,Positive
EXP08251,CUST08251,C002,Yes,Positive
EXP08252,CUST08252,C004,Yes,Neutral
EXP08253,CUST08253,C002,Yes,Negative
EXP08254,CUST08254,C003,Yes,Neutral
EXP08255,CUST08255,C004,No,Neutral
EXP08256,CUST08256,C005,Yes,Positive
EXP08257,CUST08257,C003,Yes,Neutral
EXP08258,CUST08258,C001,Yes,Positive
EXP08259,CUST08259,C001,No,Positive
EXP08260,CUST08260,C005,No,Positive
EXP08261,CUST08261,C003,Yes,Positive
EXP08262,CUST08262,C005,Yes,Negative
EXP08263,CUST08263,C003,Yes,Neutral
EXP08264,CUST08264,C004,No,Positive
EXP08265,CUST08265,C001,No,Positive
EXP08266,CUST08266,C003,Yes,Negative
EXP08267,CUST08267,C001,Yes,Positive
EXP08268,CUST08268,C001,Yes,Neutral
EXP08269,CUST08269,C001,No,Positive
EXP08270,CUST08270,C005,No,Neutral
EXP08271,CUST08271,C003,Yes,Positive
EXP08272,CUST08272,C003,Yes,Positive
EXP08273,CUST08273,C002,Yes,Positive
EXP08274,CUST08274,C003,Yes,Positive
EXP08275,CUST08275,C003,Yes,Neutral
EXP08276,CUST08276,C003,Yes,Positive
EXP08277,CUST08277,C003,Yes,Positive
EXP08278,CUST08278,C001,Yes,Negative
EXP08279,CUST08279,C004,No,Negative
EXP08280,CUST08280,C002,Yes,Negative
EXP08281,CUST08281,C005,Yes,Positive
EXP08282,CUST08282,C002,Yes,Neutral
EXP08283,CUST08283,C003,No,Neutral
EXP08284,CUST08284,C005,Yes,Positive
EXP08285,CUST08285,C001,Yes,Neutral
EXP08286,CUST08286,C003,Yes,Negative
EXP08287,CUST08287,C003,Yes,Neutral
EXP08288,CUST08288,C003,Yes,Negative
EXP08289,CUST08289,C001,Yes,Positive
EXP08290,CUST08290,C005,No,Neutral
EXP08291,CUST08291,C005,No,Neutral
EXP08292,CUST08292,C002,Yes,Neutral
EXP08293,CUST08293,C003,Yes,Positive
EXP08294,CUST08294,C002,Yes,Positive
EXP08295,CUST08295,C005,Yes,Positive
EXP08296,CUST08296,C001,Yes,Positive
EXP08297,CUST08297,C004,Yes,Neutral
EXP08298,CUST08298,C004,No,Negative
EXP08299,CUST08299,C001,Yes,Positive
EXP08300,CUST08300,C001,No,Negative
EXP08301,CUST08301,C004,Yes,Negative
EXP08302,CUST08302,C002,Yes,Neutral
EXP08303,CUST08303,C004,Yes,Negative
EXP08304,CUST08304,C003,Yes,Neutral
EXP08305,CUST08305,C002,No,Neutral
EXP08306,CUST08306,C005,Yes,Positive
EXP08307,CUST08307,C005,Yes,Neutral
EXP08308,CUST08308,C003,Yes,Neutral
EXP08309,CUST08309,C004,Yes,Positive
EXP08310,CUST08310,C003,Yes,Neutral
EXP08311,CUST08311,C003,No,Neutral
EXP08312,CUST08312,C001,Yes,Neutral
EXP08313,CUST08313,C003,Yes,Neutral
EXP08314,CUST08314,C004,Yes,Neutral
EXP08315,CUST08315,C004,No,Negative
EXP08316,CUST08316,C004,Yes,Negative
EXP08317,CUST08317,C001,No,Neutral
EXP08318,CUST08318,C005,Yes,Positive
EXP08319,CUST08319,C005,Yes,Positive
EXP08320,CUST08320,C001,No,Negative
EXP08321,CUST08321,C003,Yes,Positive
EXP08322,CUST08322,C004,Yes,Positive
EXP08323,CUST08323,C001,Yes,Neutral
EXP08324,CUST08324,C004,Yes,Neutral
EXP08325,CUST08325,C004,Yes,Negative
EXP08326,CUST08326,C005,Yes,Positive
EXP08327,CUST08327,C001,No,Neutral
EXP08328,CUST08328,C005,Yes,Positive
EXP08329,CUST08329,C004,No,Negative
EXP08330,CUST08330,C004,Yes,Neutral
EXP08331,CUST08331,C001,Yes,Positive
EXP08332,CUST08332,C002,No,Negative
EXP08333,CUST08333,C001,Yes,Positive
EXP08334,CUST08334,C001,Yes,Positive
EXP08335,CUST08335,C004,Yes,Neutral
EXP08336,CUST08336,C003,Yes,Positive
EXP08337,CUST08337,C004,No,Negative
EXP08338,CUST08338,C001,Yes,Positive
EXP08339,CUST08339,C005,Yes,Positive
EXP08340,CUST08340,C002,Yes,Neutral
EXP08341,CUST08341,C004,No,Negative
EXP08342,CUST08342,C002,No,Positive
EXP08343,CUST08343,C002,Yes,Neutral
EXP08344,CUST08344,C005,Yes,Positive
EXP08345,CUST08345,C002,Yes,Neutral
EXP08346,CUST08346,C001,Yes,Positive
EXP08347,CUST08347,C003,Yes,Neutral
EXP08348,CUST08348,C001,Yes,Positive
EXP08349,CUST08349,C005,No,Neutral
EXP08350,CUST08350,C003,Yes,Neutral
EXP08351,CUST08351,C002,No,Negative
EXP08352,CUST08352,C003,Yes,Positive
EXP08353,CUST08353,C005,No,Neutral
EXP08354,CUST08354,C005,Yes,Positive
EXP08355,CUST08355,C004,Yes,Neutral
EXP08356,CUST08356,C002,Yes,Positive
EXP08357,CUST08357,C003,Yes,Neutral
EXP08358,CUST08358,C001,Yes,Positive
EXP08359,CUST08359,C003,Yes,Positive
EXP08360,CUST08360,C005,No,Positive
EXP08361,CUST08361,C004,Yes,Neutral
EXP08362,CUST08362,C003,Yes,Negative
EXP08363,CUST08363,C003,No,Neutral
EXP08364,CUST08364,C004,Yes,Positive
EXP08365,CUST08365,C005,No,Neutral
EXP08366,CUST08366,C001,No,Negative
EXP08367,CUST08367,C003,Yes,Negative
EXP08368,CUST08368,C001,No,Neutral
EXP08369,CUST08369,C001,Yes,Positive
EXP08370,CUST08370,C001,Yes,Neutral
EXP08371,CUST08371,C003,Yes,Neutral
EXP08372,CUST08372,C004,Yes,Positive
EXP08373,CUST08373,C002,Yes,Neutral
EXP08374,CUST08374,C002,Yes,Positive
EXP08375,CUST08375,C005,Yes,Positive
EXP08376,CUST08376,C001,Yes,Positive
EXP08377,CUST08377,C003,Yes,Positive
