Survey_ID,Customer_ID,Survey_Date,Brand_Awareness,Brand_Recall,Brand_Preference,Product_Quality,Service_Quality,Value_for_Money,Customer_Satisfaction,Recommend_Brand,Purchase_Intent
SURV08967,CUST08967,2025-12-27,Yes,UrbanCart,NovaMart,5,5,3,4,9,High
SURV08968,CUST08968,2025-04-02,Yes,UrbanCart,ValueHub,3,3,2,3,7,Medium
SURV08969,CUST08969,2025-10-02,Yes,ShopEase,NovaMart,5,3,3,4,9,High
SURV08970,CUST08970,2025-10-23,Yes,NovaMart,NovaMart,4,4,4,4,9,High
SURV08971,CUST08971,2025-06-03,Yes,MegaMart,UrbanCart,4,5,3,4,9,High
SURV08972,CUST08972,2025-03-18,Yes,MegaMart,MegaMart,3,1,2,2,5,Low
SURV08973,CUST08973,2025-03-02,Yes,MegaMart,UrbanCart,4,3,3,3,7,Medium
SURV08974,CUST08974,2025-08-06,Yes,ValueHub,UrbanCart,4,4,4,4,7,High
SURV08975,CUST08975,2025-08-11,Yes,UrbanCart,ShopEase,3,1,2,2,4,Low
SURV08976,CUST08976,2025-06-16,No,MegaMart,MegaMart,4,5,4,4,9,High
SURV08977,CUST08977,2025-01-25,Yes,ShopEase,UrbanCart,5,4,3,4,8,High
SURV08978,CUST08978,2025-07-13,Yes,MegaMart,NovaMart,4,4,3,4,7,High
SURV08979,CUST08979,2025-09-22,No,NovaMart,NovaMart,4,3,3,3,5,Medium
SURV08980,CUST08980,2025-01-18,No,NovaMart,ValueHub,4,5,5,5,10,Very High
SURV08981,CUST08981,2025-11-27,Yes,MegaMart,MegaMart,4,4,4,4,8,High
SURV08982,CUST08982,2025-06-05,No,ShopEase,MegaMart,3,2,2,2,4,Low
SURV08983,CUST08983,2025-07-30,Yes,MegaMart,ShopEase,3,3,4,3,7,Medium
SURV08984,CUST08984,2025-10-23,Yes,MegaMart,ValueHub,3,3,2,3,5,Medium
SURV08985,CUST08985,2025-09-27,Yes,MegaMart,ShopEase,4,3,3,3,5,Medium
SURV08986,CUST08986,2025-02-09,Yes,NovaMart,ValueHub,3,2,2,2,3,Low
SURV08987,CUST08987,2025-05-30,No,UrbanCart,UrbanCart,4,3,2,3,6,Medium
SURV08988,CUST08988,2025-11-05,Yes,ValueHub,MegaMart,4,2,2,3,7,Medium
SURV08989,CUST08989,2025-12-09,No,MegaMart,ValueHub,5,5,4,5,9,Very High
SURV08990,CUST08990,2025-08-31,Yes,ShopEase,NovaMart,4,3,4,4,7,High
SURV08991,CUST08991,2025-09-08,Yes,MegaMart,MegaMart,2,2,1,2,4,Low
SURV08992,CUST08992,2025-12-06,Yes,UrbanCart,ShopEase,2,2,2,2,4,Low
SURV08993,CUST08993,2025-06-01,Yes,ValueHub,MegaMart,3,2,2,2,5,Low
SURV08994,CUST08994,2025-08-29,Yes,ShopEase,MegaMart,3,2,1,2,4,Low
SURV08995,CUST08995,2025-05-05,Yes,UrbanCart,ShopEase,4,4,4,4,7,High
SURV08996,CUST08996,2025-10-03,Yes,UrbanCart,MegaMart,3,1,3,2,4,Low
SURV08997,CUST08997,2025-06-28,Yes,NovaMart,NovaMart,3,3,2,3,7,Medium
SURV08998,CUST08998,2025-06-17,Yes,UrbanCart,ValueHub,2,2,2,2,5,Low
SURV08999,CUST08999,2025-08-30,Yes,ValueHub,NovaMart,2,1,1,1,3,Very Low
SURV09000,CUST09000,2025-09-29,Yes,NovaMart,ShopEase,4,4,4,4,9,High
SURV09001,CUST09001,2025-10-06,Yes,UrbanCart,MegaMart,4,5,4,4,7,High
SURV09002,CUST09002,2025-05-30,Yes,ShopEase,UrbanCart,4,5,4,4,8,High
SURV09003,CUST09003,2025-02-17,Yes,UrbanCart,UrbanCart,2,1,1,1,3,Very Low
SURV09004,CUST09004,2025-06-19,Yes,NovaMart,ShopEase,3,1,1,2,3,Low
SURV09005,CUST09005,2025-02-06,No,UrbanCart,ShopEase,3,2,2,2,4,Low
SURV09006,CUST09006,2025-04-16,Yes,MegaMart,MegaMart,3,3,3,3,5,Medium
SURV09007,CUST09007,2025-05-20,Yes,ValueHub,UrbanCart,2,2,2,2,3,Low
SURV09008,CUST09008,2025-03-21,Yes,ValueHub,NovaMart,4,4,4,4,8,High
SURV09009,CUST09009,2025-08-20,Yes,ValueHub,UrbanCart,5,5,4,5,10,Very High
SURV09010,CUST09010,2025-03-28,Yes,ShopEase,ShopEase,3,2,2,2,3,Low
SURV09011,CUST09011,2025-01-21,No,NovaMart,ValueHub,4,2,4,3,7,Medium
SURV09012,CUST09012,2025-01-31,Yes,UrbanCart,MegaMart,4,4,3,4,8,High
SURV09013,CUST09013,2025-08-14,No,ShopEase,ShopEase,3,2,2,2,4,Low
SURV09014,CUST09014,2025-09-27,Yes,MegaMart,ShopEase,3,3,3,3,5,Medium
SURV09015,CUST09015,2025-06-12,Yes,UrbanCart,ValueHub,4,4,4,4,8,High
SURV09016,CUST09016,2025-07-18,Yes,ShopEase,ShopEase,3,3,2,3,5,Medium
SURV09017,CUST09017,2025-12-20,Yes,ShopEase,MegaMart,3,3,1,2,5,Low
SURV09018,CUST09018,2025-09-16,Yes,MegaMart,UrbanCart,4,3,3,3,7,Medium
SURV09019,CUST09019,2025-12-06,Yes,MegaMart,MegaMart,2,1,1,1,3,Very Low
SURV09020,CUST09020,2025-03-10,Yes,MegaMart,ShopEase,4,4,3,4,8,High
SURV09021,CUST09021,2025-05-07,Yes,ShopEase,ShopEase,4,4,5,4,7,High
SURV09022,CUST09022,2025-05-12,Yes,ValueHub,MegaMart,4,3,4,4,9,High
SURV09023,CUST09023,2025-01-05,Yes,UrbanCart,UrbanCart,4,4,3,4,9,High
SURV09024,CUST09024,2025-06-11,Yes,ShopEase,UrbanCart,4,3,5,4,9,High
SURV09025,CUST09025,2025-08-22,Yes,ShopEase,ValueHub,5,5,5,5,9,Very High
SURV09026,CUST09026,2025-08-20,Yes,NovaMart,UrbanCart,5,5,5,5,9,Very High
SURV09027,CUST09027,2025-01-21,No,UrbanCart,UrbanCart,4,2,2,3,5,Medium
SURV09028,CUST09028,2025-01-30,Yes,ValueHub,ShopEase,1,1,1,1,1,Very Low
SURV09029,CUST09029,2025-08-26,Yes,ValueHub,NovaMart,4,3,2,3,7,Medium
SURV09030,CUST09030,2025-01-25,Yes,MegaMart,NovaMart,4,4,4,4,8,High
SURV09031,CUST09031,2025-04-20,Yes,ValueHub,ValueHub,3,3,2,3,6,Medium
SURV09032,CUST09032,2025-06-01,Yes,NovaMart,ShopEase,2,2,2,2,5,Low
SURV09033,CUST09033,2025-05-28,No,ValueHub,ShopEase,3,3,2,3,6,Medium
SURV09034,CUST09034,2025-12-06,Yes,UrbanCart,ShopEase,3,2,1,2,4,Low
SURV09035,CUST09035,2025-01-04,Yes,ValueHub,MegaMart,3,3,4,3,7,Medium
SURV09036,CUST09036,2025-04-30,No,UrbanCart,NovaMart,3,2,1,2,3,Low
SURV09037,CUST09037,2025-07-29,No,NovaMart,ValueHub,5,5,5,5,9,Very High
SURV09038,CUST09038,2025-02-06,Yes,NovaMart,UrbanCart,3,1,2,2,3,Low
SURV09039,CUST09039,2025-06-02,No,UrbanCart,ValueHub,4,3,2,3,7,Medium
SURV09040,CUST09040,2025-01-16,Yes,MegaMart,NovaMart,3,2,2,2,4,Low
SURV09041,CUST09041,2025-02-09,Yes,UrbanCart,ShopEase,2,2,3,2,3,Low
SURV09042,CUST09042,2025-01-03,Yes,UrbanCart,ShopEase,4,4,3,4,8,High
SURV09043,CUST09043,2025-03-17,Yes,NovaMart,NovaMart,3,3,2,3,7,Medium
SURV09044,CUST09044,2025-07-24,Yes,ShopEase,UrbanCart,4,4,4,4,8,High
SURV09045,CUST09045,2025-09-22,Yes,UrbanCart,ValueHub,3,3,1,2,4,Low
SURV09046,CUST09046,2025-11-17,Yes,ValueHub,ValueHub,4,4,4,4,7,High
SURV09047,CUST09047,2025-06-14,Yes,MegaMart,ValueHub,4,4,4,4,9,High
SURV09048,CUST09048,2025-01-26,No,ValueHub,MegaMart,3,4,2,3,5,Medium
SURV09049,CUST09049,2025-05-26,Yes,ShopEase,UrbanCart,3,2,2,2,4,Low
SURV09050,CUST09050,2025-09-01,No,NovaMart,ShopEase,4,4,3,4,9,High
SURV09051,CUST09051,2025-11-28,Yes,UrbanCart,ShopEase,3,1,1,2,4,Low
SURV09052,CUST09052,2025-06-04,Yes,NovaMart,NovaMart,3,2,3,3,6,Medium
SURV09053,CUST09053,2025-02-25,Yes,NovaMart,UrbanCart,3,3,1,2,3,Low
SURV09054,CUST09054,2025-01-20,Yes,NovaMart,UrbanCart,4,3,4,4,8,High
SURV09055,CUST09055,2025-04-22,Yes,UrbanCart,UrbanCart,3,3,4,3,5,Medium
SURV09056,CUST09056,2025-07-05,Yes,NovaMart,UrbanCart,3,2,1,2,4,Low
SURV09057,CUST09057,2025-06-13,Yes,MegaMart,UrbanCart,4,3,3,3,5,Medium
SURV09058,CUST09058,2025-07-08,Yes,NovaMart,MegaMart,4,4,2,3,6,Medium
SURV09059,CUST09059,2025-10-17,Yes,UrbanCart,MegaMart,3,1,3,2,3,Low
SURV09060,CUST09060,2025-11-16,Yes,UrbanCart,UrbanCart,1,2,1,1,2,Very Low
SURV09061,CUST09061,2025-08-26,Yes,NovaMart,ShopEase,4,4,2,3,5,Medium
SURV09062,CUST09062,2025-05-13,Yes,ShopEase,ValueHub,3,4,2,3,6,Medium
SURV09063,CUST09063,2025-02-08,Yes,ShopEase,UrbanCart,4,3,3,3,6,Medium
SURV09064,CUST09064,2025-02-10,No,NovaMart,UrbanCart,3,3,2,3,7,Medium
SURV09065,CUST09065,2025-11-14,Yes,MegaMart,ValueHub,4,4,3,4,9,High
SURV09066,CUST09066,2025-09-17,No,ValueHub,UrbanCart,3,3,2,3,6,Medium
SURV09067,CUST09067,2025-01-12,Yes,MegaMart,NovaMart,1,1,1,1,1,Very Low
SURV09068,CUST09068,2025-10-04,Yes,MegaMart,NovaMart,2,2,1,2,4,Low
SURV09069,CUST09069,2025-04-18,Yes,MegaMart,UrbanCart,4,2,1,2,4,Low
SURV09070,CUST09070,2025-07-05,Yes,NovaMart,ShopEase,4,5,4,4,9,High
SURV09071,CUST09071,2025-07-04,Yes,MegaMart,ValueHub,3,2,3,3,5,Medium
SURV09072,CUST09072,2025-06-06,Yes,ShopEase,NovaMart,2,1,3,2,3,Low
SURV09073,CUST09073,2025-01-22,Yes,UrbanCart,UrbanCart,3,2,2,2,3,Low
SURV09074,CUST09074,2025-12-07,Yes,UrbanCart,UrbanCart,3,2,2,2,3,Low
SURV09075,CUST09075,2025-12-22,No,UrbanCart,NovaMart,3,3,2,3,7,Medium
SURV09076,CUST09076,2025-01-12,Yes,UrbanCart,ValueHub,3,1,1,2,5,Low
SURV09077,CUST09077,2025-09-13,Yes,NovaMart,ShopEase,3,2,3,3,6,Medium
SURV09078,CUST09078,2025-06-07,Yes,ValueHub,MegaMart,3,3,2,3,7,Medium
SURV09079,CUST09079,2025-08-07,Yes,UrbanCart,UrbanCart,5,4,3,4,9,High
SURV09080,CUST09080,2025-07-17,Yes,ValueHub,MegaMart,3,2,2,2,3,Low
SURV09081,CUST09081,2025-06-24,Yes,UrbanCart,ValueHub,3,3,3,3,7,Medium
SURV09082,CUST09082,2025-11-12,Yes,ShopEase,ShopEase,3,4,3,3,7,Medium
SURV09083,CUST09083,2025-11-19,Yes,ValueHub,MegaMart,2,3,1,2,4,Low
SURV09084,CUST09084,2025-07-15,Yes,ValueHub,ShopEase,5,5,5,5,9,Very High
SURV09085,CUST09085,2025-11-18,No,ValueHub,UrbanCart,4,3,2,3,6,Medium
SURV09086,CUST09086,2025-11-24,Yes,ValueHub,UrbanCart,2,1,1,1,3,Very Low
SURV09087,CUST09087,2025-07-15,Yes,UrbanCart,ValueHub,3,1,1,2,3,Low
SURV09088,CUST09088,2025-09-24,Yes,UrbanCart,NovaMart,3,1,1,2,3,Low
SURV09089,CUST09089,2025-02-10,Yes,UrbanCart,NovaMart,5,4,4,4,8,High
SURV09090,CUST09090,2025-11-18,Yes,ValueHub,MegaMart,2,1,1,1,2,Very Low
SURV09091,CUST09091,2025-11-19,Yes,MegaMart,MegaMart,3,1,4,3,6,Medium
SURV09092,CUST09092,2025-04-04,Yes,ShopEase,MegaMart,2,1,2,2,5,Low
SURV09093,CUST09093,2025-03-27,Yes,NovaMart,ShopEase,3,1,1,2,5,Low
SURV09094,CUST09094,2025-05-05,Yes,ValueHub,MegaMart,3,3,1,2,4,Low
SURV09095,CUST09095,2025-01-11,Yes,UrbanCart,MegaMart,3,3,2,3,5,Medium
SURV09096,CUST09096,2025-02-24,No,MegaMart,ValueHub,3,2,3,3,5,Medium
SURV09097,CUST09097,2025-07-31,Yes,ShopEase,ShopEase,3,3,3,3,5,Medium
SURV09098,CUST09098,2025-05-01,Yes,ShopEase,MegaMart,1,3,4,3,6,Medium
SURV09099,CUST09099,2025-03-31,Yes,ValueHub,MegaMart,3,1,1,2,5,Low
SURV09100,CUST09100,2025-03-21,Yes,NovaMart,NovaMart,2,1,2,2,5,Low
SURV09101,CUST09101,2025-03-24,No,UrbanCart,ShopEase,3,2,1,2,4,Low
SURV09102,CUST09102,2025-02-21,Yes,ShopEase,ValueHub,2,1,1,1,3,Very Low
SURV09103,CUST09103,2025-04-17,Yes,NovaMart,UrbanCart,4,3,1,3,7,Medium
SURV09104,CUST09104,2025-01-05,Yes,MegaMart,NovaMart,5,5,4,5,10,Very High
SURV09105,CUST09105,2025-12-31,Yes,ShopEase,UrbanCart,3,3,2,3,7,Medium
SURV09106,CUST09106,2025-05-12,Yes,MegaMart,ValueHub,4,3,3,3,7,Medium
SURV09107,CUST09107,2025-03-24,Yes,ShopEase,ShopEase,2,1,2,2,3,Low
SURV09108,CUST09108,2025-08-09,Yes,ShopEase,MegaMart,4,3,3,3,5,Medium
SURV09109,CUST09109,2025-02-11,Yes,MegaMart,ShopEase,3,2,2,2,5,Low
SURV09110,CUST09110,2025-12-09,Yes,ShopEase,UrbanCart,4,5,3,4,8,High
SURV09111,CUST09111,2025-05-06,Yes,ValueHub,UrbanCart,2,2,1,2,4,Low
SURV09112,CUST09112,2025-02-03,No,ValueHub,UrbanCart,4,3,3,3,7,Medium
SURV09113,CUST09113,2025-03-13,Yes,MegaMart,NovaMart,2,2,2,2,4,Low
SURV09114,CUST09114,2025-11-13,No,ValueHub,MegaMart,3,1,2,2,5,Low
SURV09115,CUST09115,2025-09-08,No,ValueHub,MegaMart,3,2,2,2,5,Low
SURV09116,CUST09116,2025-08-28,Yes,MegaMart,ShopEase,2,4,3,3,5,Medium
SURV09117,CUST09117,2025-03-28,Yes,ShopEase,MegaMart,2,1,1,1,3,Very Low
SURV09118,CUST09118,2025-06-10,Yes,ValueHub,ShopEase,3,2,3,3,5,Medium
SURV09119,CUST09119,2025-09-16,Yes,ShopEase,MegaMart,5,5,4,5,10,Very High
SURV09120,CUST09120,2025-05-08,Yes,ShopEase,UrbanCart,3,2,1,2,3,Low
SURV09121,CUST09121,2025-12-29,Yes,MegaMart,ShopEase,3,2,2,2,3,Low
SURV09122,CUST09122,2025-10-03,Yes,ShopEase,ShopEase,4,4,3,4,8,High
SURV09123,CUST09123,2025-01-02,No,MegaMart,NovaMart,4,4,4,4,7,High
SURV09124,CUST09124,2025-10-12,No,UrbanCart,MegaMart,3,2,1,2,3,Low
SURV09125,CUST09125,2025-05-15,Yes,NovaMart,MegaMart,2,1,1,1,1,Very Low
SURV09126,CUST09126,2025-09-30,Yes,ShopEase,UrbanCart,3,3,2,3,7,Medium
SURV09127,CUST09127,2025-06-17,Yes,NovaMart,UrbanCart,5,4,5,5,10,Very High
SURV09128,CUST09128,2025-05-19,Yes,MegaMart,NovaMart,1,1,1,1,1,Very Low
SURV09129,CUST09129,2025-05-14,Yes,NovaMart,ValueHub,5,5,5,5,10,Very High
SURV09130,CUST09130,2025-04-15,Yes,NovaMart,ValueHub,3,3,3,3,5,Medium
SURV09131,CUST09131,2025-01-12,Yes,MegaMart,ValueHub,4,3,1,3,6,Medium
SURV09132,CUST09132,2025-03-09,Yes,MegaMart,NovaMart,4,3,3,3,6,Medium
SURV09133,CUST09133,2025-05-28,Yes,NovaMart,ValueHub,3,2,2,2,4,Low
SURV09134,CUST09134,2025-11-30,Yes,UrbanCart,UrbanCart,3,3,2,3,5,Medium
SURV09135,CUST09135,2025-11-15,Yes,ShopEase,NovaMart,3,3,2,3,7,Medium
SURV09136,CUST09136,2025-11-21,Yes,UrbanCart,MegaMart,3,2,2,2,4,Low
SURV09137,CUST09137,2025-08-28,Yes,ValueHub,ValueHub,2,1,1,1,3,Very Low
SURV09138,CUST09138,2025-09-01,Yes,ShopEase,NovaMart,3,1,1,2,4,Low
SURV09139,CUST09139,2025-10-28,Yes,ValueHub,UrbanCart,2,1,2,2,3,Low
SURV09140,CUST09140,2025-08-30,Yes,MegaMart,MegaMart,4,3,4,4,7,High
SURV09141,CUST09141,2025-06-14,Yes,NovaMart,MegaMart,4,3,2,3,5,Medium
SURV09142,CUST09142,2025-01-17,Yes,ValueHub,UrbanCart,1,1,1,1,2,Very Low
SURV09143,CUST09143,2025-07-24,Yes,MegaMart,NovaMart,3,2,2,2,5,Low
SURV09144,CUST09144,2025-07-24,Yes,UrbanCart,ValueHub,3,3,4,3,5,Medium
SURV09145,CUST09145,2025-10-27,Yes,UrbanCart,NovaMart,3,2,1,2,3,Low
SURV09146,CUST09146,2025-12-14,Yes,MegaMart,ValueHub,3,3,3,3,7,Medium
SURV09147,CUST09147,2025-06-27,Yes,NovaMart,NovaMart,3,2,3,3,6,Medium
SURV09148,CUST09148,2025-05-25,Yes,MegaMart,ShopEase,5,4,3,4,9,High
SURV09149,CUST09149,2025-04-06,Yes,UrbanCart,UrbanCart,4,4,5,4,9,High
SURV09150,CUST09150,2025-08-14,Yes,ValueHub,ValueHub,3,2,4,3,5,Medium
SURV09151,CUST09151,2025-03-15,No,MegaMart,NovaMart,3,3,3,3,7,Medium
SURV09152,CUST09152,2025-06-27,Yes,MegaMart,MegaMart,3,1,2,2,5,Low
SURV09153,CUST09153,2025-07-14,Yes,UrbanCart,NovaMart,2,2,1,2,5,Low
SURV09154,CUST09154,2025-10-30,Yes,UrbanCart,UrbanCart,2,1,1,1,3,Very Low
SURV09155,CUST09155,2025-06-20,Yes,MegaMart,MegaMart,2,1,2,2,3,Low
SURV09156,CUST09156,2025-09-03,Yes,UrbanCart,ShopEase,4,3,2,3,5,Medium
SURV09157,CUST09157,2025-05-28,Yes,UrbanCart,ShopEase,4,3,1,3,5,Medium
SURV09158,CUST09158,2025-08-12,Yes,NovaMart,UrbanCart,3,2,3,3,7,Medium
SURV09159,CUST09159,2025-10-01,Yes,ShopEase,NovaMart,3,3,2,3,6,Medium
SURV09160,CUST09160,2025-05-28,Yes,ValueHub,UrbanCart,3,2,2,2,4,Low
SURV09161,CUST09161,2025-09-20,Yes,ShopEase,ValueHub,5,4,4,4,9,High
SURV09162,CUST09162,2025-01-28,Yes,UrbanCart,NovaMart,4,4,3,4,8,High
SURV09163,CUST09163,2025-08-28,Yes,UrbanCart,NovaMart,4,2,2,3,7,Medium
SURV09164,CUST09164,2025-10-16,Yes,ValueHub,MegaMart,2,1,1,1,1,Very Low
SURV09165,CUST09165,2025-11-11,Yes,MegaMart,ValueHub,2,1,1,1,2,Very Low
SURV09166,CUST09166,2025-07-17,No,MegaMart,ValueHub,4,4,4,4,9,High
SURV09167,CUST09167,2025-07-27,Yes,UrbanCart,ShopEase,5,4,5,5,10,Very High
SURV09168,CUST09168,2025-03-30,Yes,ValueHub,UrbanCart,5,3,4,4,9,High
SURV09169,CUST09169,2025-07-07,Yes,UrbanCart,ValueHub,4,3,3,3,6,Medium
SURV09170,CUST09170,2025-05-20,Yes,UrbanCart,NovaMart,1,1,1,1,1,Very Low
SURV09171,CUST09171,2025-11-25,Yes,UrbanCart,NovaMart,3,1,2,2,3,Low
SURV09172,CUST09172,2025-07-24,Yes,MegaMart,ValueHub,3,5,3,4,7,High
SURV09173,CUST09173,2025-01-12,Yes,ShopEase,ValueHub,2,1,1,1,1,Very Low
SURV09174,CUST09174,2025-09-20,No,NovaMart,ValueHub,1,1,1,1,1,Very Low
SURV09175,CUST09175,2025-11-04,Yes,UrbanCart,ValueHub,2,2,1,2,5,Low
SURV09176,CUST09176,2025-10-29,Yes,ValueHub,ValueHub,3,3,2,3,5,Medium
SURV09177,CUST09177,2025-07-17,No,NovaMart,ValueHub,3,3,3,3,5,Medium
SURV09178,CUST09178,2025-02-09,Yes,ValueHub,UrbanCart,4,4,3,4,8,High
SURV09179,CUST09179,2025-09-02,Yes,ValueHub,ValueHub,3,2,1,2,4,Low
SURV09180,CUST09180,2025-08-13,Yes,UrbanCart,UrbanCart,3,2,2,2,3,Low
SURV09181,CUST09181,2025-01-29,Yes,NovaMart,NovaMart,4,3,3,3,5,Medium
SURV09182,CUST09182,2025-05-02,Yes,ShopEase,ShopEase,3,2,2,2,4,Low
SURV09183,CUST09183,2025-06-24,Yes,NovaMart,ShopEase,3,1,1,2,4,Low
SURV09184,CUST09184,2025-07-07,Yes,MegaMart,ShopEase,5,5,4,5,10,Very High
SURV09185,CUST09185,2025-03-11,Yes,ValueHub,MegaMart,3,3,3,3,6,Medium
SURV09186,CUST09186,2025-09-19,Yes,ShopEase,ShopEase,4,3,4,4,8,High
SURV09187,CUST09187,2025-05-15,Yes,ShopEase,NovaMart,3,3,3,3,7,Medium
SURV09188,CUST09188,2025-08-01,Yes,ShopEase,NovaMart,4,4,4,4,8,High
SURV09189,CUST09189,2025-04-03,Yes,NovaMart,ValueHub,2,2,2,2,5,Low
SURV09190,CUST09190,2025-07-29,Yes,ValueHub,ValueHub,4,3,2,3,6,Medium
SURV09191,CUST09191,2025-11-02,Yes,NovaMart,MegaMart,3,2,2,2,5,Low
SURV09192,CUST09192,2025-04-01,Yes,ValueHub,UrbanCart,4,4,2,3,6,Medium
SURV09193,CUST09193,2025-11-05,Yes,MegaMart,ValueHub,3,4,3,3,7,Medium
SURV09194,CUST09194,2025-07-22,No,NovaMart,MegaMart,2,1,2,2,3,Low
SURV09195,CUST09195,2025-12-23,Yes,UrbanCart,NovaMart,3,3,1,2,5,Low
SURV09196,CUST09196,2025-08-25,Yes,ValueHub,UrbanCart,2,1,2,2,4,Low
SURV09197,CUST09197,2025-11-17,No,NovaMart,ShopEase,3,2,1,2,3,Low
SURV09198,CUST09198,2025-02-25,No,UrbanCart,ValueHub,5,5,5,5,10,Very High
SURV09199,CUST09199,2025-02-28,No,ShopEase,ValueHub,3,2,2,2,5,Low
SURV09200,CUST09200,2025-01-05,Yes,ShopEase,NovaMart,5,4,4,4,9,High
SURV09201,CUST09201,2025-05-09,Yes,MegaMart,MegaMart,4,3,4,4,7,High
SURV09202,CUST09202,2025-09-19,Yes,NovaMart,UrbanCart,2,2,1,2,4,Low
SURV09203,CUST09203,2025-09-28,Yes,MegaMart,MegaMart,5,4,3,4,7,High
SURV09204,CUST09204,2025-11-05,No,NovaMart,MegaMart,4,4,3,4,9,High
SURV09205,CUST09205,2025-06-15,Yes,NovaMart,UrbanCart,4,5,4,4,7,High
SURV09206,CUST09206,2025-05-12,Yes,ValueHub,MegaMart,4,4,3,4,8,High
SURV09207,CUST09207,2025-10-01,Yes,NovaMart,UrbanCart,3,3,2,3,7,Medium
SURV09208,CUST09208,2025-01-17,Yes,NovaMart,UrbanCart,3,3,2,3,6,Medium
SURV09209,CUST09209,2025-12-29,Yes,MegaMart,ShopEase,4,3,4,4,8,High
SURV09210,CUST09210,2025-12-25,Yes,MegaMart,ValueHub,4,3,3,3,5,Medium
SURV09211,CUST09211,2025-02-01,Yes,MegaMart,ValueHub,5,5,5,5,9,Very High
SURV09212,CUST09212,2025-05-25,Yes,ValueHub,MegaMart,3,2,3,3,5,Medium
SURV09213,CUST09213,2025-07-04,Yes,MegaMart,ShopEase,2,2,2,2,3,Low
SURV09214,CUST09214,2025-09-22,Yes,NovaMart,ShopEase,3,2,2,2,4,Low
SURV09215,CUST09215,2025-09-18,Yes,NovaMart,ShopEase,4,2,1,2,4,Low
SURV09216,CUST09216,2025-05-17,Yes,ShopEase,ValueHub,3,3,2,3,7,Medium
SURV09217,CUST09217,2025-11-27,Yes,ShopEase,ShopEase,4,3,5,4,9,High
SURV09218,CUST09218,2025-12-28,Yes,UrbanCart,NovaMart,4,3,3,3,6,Medium
SURV09219,CUST09219,2025-12-08,Yes,ShopEase,MegaMart,4,4,3,4,8,High
SURV09220,CUST09220,2025-04-11,Yes,UrbanCart,NovaMart,3,4,4,4,7,High
SURV09221,CUST09221,2025-03-22,Yes,ValueHub,ValueHub,3,1,1,2,4,Low
SURV09222,CUST09222,2025-07-25,Yes,MegaMart,UrbanCart,2,1,2,2,5,Low
SURV09223,CUST09223,2025-10-10,Yes,ValueHub,ValueHub,3,4,3,3,7,Medium
SURV09224,CUST09224,2025-06-19,No,NovaMart,NovaMart,3,3,2,3,7,Medium
SURV09225,CUST09225,2025-05-26,Yes,UrbanCart,ValueHub,4,3,3,3,7,Medium
SURV09226,CUST09226,2025-11-25,Yes,ValueHub,ValueHub,5,4,4,4,7,High
SURV09227,CUST09227,2025-11-15,Yes,UrbanCart,UrbanCart,3,1,2,2,3,Low
SURV09228,CUST09228,2025-11-28,Yes,UrbanCart,ValueHub,4,5,5,5,9,Very High
SURV09229,CUST09229,2025-07-09,Yes,ValueHub,MegaMart,2,1,1,1,1,Very Low
SURV09230,CUST09230,2025-09-13,Yes,ValueHub,ShopEase,3,3,1,2,5,Low
SURV09231,CUST09231,2025-09-24,Yes,MegaMart,ValueHub,4,3,3,3,7,Medium
SURV09232,CUST09232,2025-05-12,Yes,NovaMart,ShopEase,4,4,4,4,9,High
SURV09233,CUST09233,2025-11-09,Yes,ShopEase,NovaMart,2,1,1,1,2,Very Low
SURV09234,CUST09234,2025-07-22,Yes,NovaMart,ValueHub,3,3,2,3,5,Medium
SURV09235,CUST09235,2025-08-01,Yes,UrbanCart,NovaMart,3,2,2,2,4,Low
SURV09236,CUST09236,2025-07-03,Yes,ValueHub,ShopEase,2,1,2,2,3,Low
SURV09237,CUST09237,2025-09-14,Yes,ValueHub,MegaMart,4,4,4,4,8,High
SURV09238,CUST09238,2025-07-18,Yes,ValueHub,ValueHub,4,4,2,3,7,Medium
SURV09239,CUST09239,2025-01-05,Yes,MegaMart,NovaMart,3,1,1,2,5,Low
SURV09240,CUST09240,2025-12-25,Yes,ShopEase,MegaMart,4,2,4,3,5,Medium
SURV09241,CUST09241,2025-06-21,Yes,UrbanCart,MegaMart,4,4,3,4,8,High
SURV09242,CUST09242,2025-11-04,Yes,MegaMart,ValueHub,4,4,4,4,7,High
SURV09243,CUST09243,2025-04-06,Yes,MegaMart,ShopEase,1,1,2,1,3,Very Low
SURV09244,CUST09244,2025-11-22,Yes,UrbanCart,NovaMart,3,2,3,3,7,Medium
SURV09245,CUST09245,2025-02-20,Yes,ShopEase,ValueHub,4,3,4,4,8,High
SURV09246,CUST09246,2025-05-02,Yes,ValueHub,ShopEase,5,5,4,5,9,Very High
SURV09247,CUST09247,2025-12-23,No,NovaMart,MegaMart,4,4,3,4,8,High
SURV09248,CUST09248,2025-02-07,Yes,ShopEase,ShopEase,5,4,4,4,8,High
SURV09249,CUST09249,2025-08-16,Yes,MegaMart,UrbanCart,4,4,3,4,9,High
SURV09250,CUST09250,2025-11-19,No,UrbanCart,ShopEase,4,4,4,4,9,High
SURV09251,CUST09251,2025-01-07,Yes,UrbanCart,ShopEase,4,3,3,3,5,Medium
SURV09252,CUST09252,2025-06-26,Yes,NovaMart,MegaMart,4,2,2,3,5,Medium
